Alignment name,Distance from boundary,Alignment position,E-value
C_PS50841_PS51856,0.7605345604503837,42-57,5.191162137774691e-06
C_PS50841_PS51860,2.01226147310871,66-84,2.4867548610611213e-17
C_PS50841_PS51867,1.6828764477737388,66-82,3.7610816795801415e-13
C_PS50844_PS51223,0.3818301122528016,19-33,0.0032553623652375736
C_PS50851_PS50969,0.368992383124894,148-171,0.00014255007806156125
C_PS50851_PS51309,0.7578396055557057,46-65,2.61510314372004e-07
C_PS50851_PS51822,0.23990785607092668,79-97,0.01048039127539636
C_PS50858_PS50944,1.3226329200666935,38-51,9.083003828418322e-09
C_PS50858_PS50982,0.042759748236403716,45-55,0.6247790382218036
C_PS50858_PS51309,0.15076760261619526,62-72,0.19043513734382578
C_PS50859_PS50891,0.0017645439242146566,40-55,0.9721621156434819
C_PS50859_PS51272,0.5820553113118088,97-114,2.8177251115373654e-05
C_PS50859_PS51344,2.1457719229162695,107-133,6.898958782336956e-26
C_PS50859_PS51388,0.6908787475705465,98-118,5.001020301801131e-07
C_PS50859_PS51433,2.310372871693687,93-118,8.167009820229093e-27
C_PS50859_PS51514,0.2601898387807111,105-120,0.015560223127962187
C_PS50869_PS50944,0.15052203472784775,43-56,0.12156471962745985
C_PS50869_PS51401,0.017135358408291168,19-31,0.8003071725619127
C_PS50882_PS50123,0.24640897648651894,237-259,0.003456819061389141
C_PS50882_PS51071,0.16013955496746046,63-77,0.09052824979887862
C_PS50882_PS51223,0.5455308745682172,9-29,1.0584198612941995e-05
C_PS50882_PS51325,0.08948597747646048,30-41,0.3416967163277657
C_PS50882_PS51388,0.23012648173950456,127-144,0.01588664163992104
C_PS50882_PS51413,0.6275773971368839,126-146,1.889637889937566e-06
C_PS50882_PS51693,0.5484259192212866,132-144,0.0008010902465599099
C_PS50882_PS51742,0.012922681853706486,8-24,0.8027711563532578
C_PS50883_PS51413,0.5306034943886244,163-191,2.076314223024338e-07
C_PS50891_PS51071,0.4707726534659926,46-59,0.001372917627513262
C_PS50891_PS51223,0.03528605127650675,86-100,0.5890225745543526
C_PS50891_PS51309,0.9777646026645677,74-90,6.04168229395365e-08
C_PS50891_PS51369,2.0495344681618914,42-62,2.0317407450665594e-19
C_PS50891_PS51399,0.35557114416025914,20-37,0.0068878518655998144
C_PS50891_PS51401,0.044177247710330825,6-15,0.6428958923522031
C_PS50891_PS51838,0.3346379206057186,128-144,0.003383499837574333
C_PS50894_PS50967,0.149360061814809,46-60,0.10641583082188645
C_PS50894_PS51344,1.1309716043580282,74-96,5.046395447681531e-12
C_PS50894_PS51688,0.08767371568240012,8-24,0.22527054731697962
C_PS50894_PS51693,0.8879368192130119,54-76,1.3508296983639903e-09
C_PS50898_PS50894,0.11512853539022139,9-23,0.17782985958072994
C_PS50898_PS51262,1.720096614127013,17-32,1.1156925017171586e-12
C_PS50898_PS51344,0.25925639780978127,87-100,0.026527069697718352
C_PS50898_PS51401,0.47439955149924184,24-34,0.005416014498004208
C_PS50898_PS51433,0.8249929179378181,27-40,9.636998554119266e-06
C_PS50898_PS51647,0.5977631105685797,23-39,3.861101808276242e-05
C_PS50898_PS51742,0.06090171012147039,11-27,0.35510950507758215
C_PS50898_PS51780,0.6557217270895999,15-28,0.00010306979485598143
C_PS50903_PS50058,0.9794668261467718,38-50,2.951878708702642e-06
C_PS50903_PS50844,0.05259350255177253,22-31,0.5910025035157658
C_PS50903_PS50913,0.8281590189170149,11-22,4.83082489098801e-05
C_PS50903_PS50914,1.1704529364156837,33-47,2.372363457574785e-08
C_PS50903_PS51044,0.2931260131368827,32-41,0.05332979324003343
C_PS50903_PS51141,2.6110374703114996,44-63,2.093228754731108e-23
C_PS50903_PS51311,0.3747003347748885,23-34,0.011149016209521037
C_PS50903_PS51373,0.23973443418254003,46-56,0.07157003658828888
C_PS50903_PS51526,0.15818638170758792,10-20,0.17551158992755703
C_PS50903_PS51690,1.0637524740267494,15-31,1.4005831498445976e-08
C_PS50904_PS51035,0.09609055429849178,170-189,0.14634168461086236
C_PS50904_PS51693,0.8521646387833002,167-191,5.5942258096018e-10
C_PS50909_PS50024,0.41568060533264983,82-102,0.0001617768385890331
C_PS50909_PS50033,1.4047662381298949,124-142,2.5611659178210983e-12
C_PS50909_PS50058,0.5707183719813278,94-111,3.4555953895544656e-05
C_PS50909_PS50168,1.3976389518396077,78-99,4.4288252196258754e-14
C_PS50909_PS50197,0.3389645008626454,264-290,0.00010600317374695435
C_PS50909_PS50209,0.09832376899231043,107-120,0.2524523487514156
C_PS50909_PS50851,1.01234539310886,91-113,7.725232979060555e-11
C_PS50909_PS50894,0.15460896249571388,139-158,0.04540290224329384
C_PS50909_PS50913,0.3766103958620839,107-122,0.002415699625594698
C_PS50909_PS50916,0.2459914062297246,73-93,0.005708382725915795
C_PS50909_PS50967,0.012148004480220465,110-125,0.8233547949035112
C_PS50909_PS51035,0.017338387581394166,86-100,0.7709931317296694
C_PS50909_PS51044,1.639230262851092,101-122,2.177757559993505e-16
C_PS50909_PS51109,0.2079842553911826,104-120,0.029137410634555005
C_PS50909_PS51131,1.8953660681598974,114-140,5.957037528618175e-23
C_PS50909_PS51139,0.3490475904769559,117-133,0.002648374990761328
C_PS50909_PS51141,1.7169587547907117,108-130,7.074383583357865e-18
C_PS50909_PS51214,2.824135067820788,82-108,7.661795307483836e-34
C_PS50909_PS51230,0.01864691456694967,122-135,0.7702371658687258
C_PS50909_PS51230,0.033091564318474376,45-59,0.6087342578118039
C_PS50909_PS51262,0.8956958173950662,102-121,1.659911679862714e-08
C_PS50909_PS51269,1.3419884261404142,89-110,1.5066081016488163e-13
C_PS50909_PS51303,1.0102275189426573,76-97,2.227423448464683e-10
C_PS50909_PS51309,0.923971157023983,98-116,2.3755494556973753e-08
C_PS50909_PS51309,0.2391649737746091,122-138,0.017149186272416794
C_PS50909_PS51344,2.3822063780649914,91-115,1.3662270549964126e-26
C_PS50909_PS51344,0.057739201843740595,131-154,0.3747236599939977
C_PS50909_PS51388,0.05762829636856548,49-68,0.3977018234075535
C_PS50909_PS51413,1.5381228512820613,100-120,9.37640585037569e-15
C_PS50909_PS51441,1.1609947216621368,78-97,8.236220732091832e-11
C_PS50909_PS51514,0.03535185033151489,48-61,0.609616075344745
C_PS50909_PS51693,2.429426257589743,99-127,2.526352120610078e-31
C_PS50909_PS51711,1.8565275111849155,102-128,1.7000016877848377e-22
C_PS50909_PS51719,0.5444171718325785,341-368,2.3974719778736817e-07
C_PS50909_PS51776,0.8224435278890123,78-96,1.6350422108785866e-07
C_PS50909_PS51780,1.1347964687995935,92-108,4.185917299394295e-09
C_PS50909_PS51838,0.7248057574441518,122-143,1.188116151978654e-07
C_PS50909_PS51860,4.423416759779332,78-110,4.025676128104799e-64
C_PS50909_PS60022,0.6490129844914447,76-91,3.091689524313825e-05
C_PS50911_PS51301,0.2323312144470835,139-153,0.030654732722097303
C_PS50913_PS50085,0.022678757347533107,117-135,0.6499262464026804
C_PS50913_PS50209,0.03939140065566438,9-20,0.6233190279561255
C_PS50913_PS50829,0.08606404016815272,24-33,0.4228911753625674
C_PS50913_PS50844,0.4732542625835032,40-50,0.005484678022598336
C_PS50913_PS50869,0.9574070715439449,36-52,8.539995899988187e-08
C_PS50913_PS50898,1.400325684455379,30-44,7.545607931855205e-10
C_PS50913_PS50914,4.558624740080499,32-54,2.9169695612318292e-46
C_PS50913_PS50914,0.8968703360034906,9-20,2.1180194555060055e-05
C_PS50913_PS50960,0.8839534429755469,26-35,0.00014489018754228525
C_PS50913_PS50966,1.1089776264042888,56-68,5.481542325949954e-07
C_PS50913_PS51035,2.4927379762134145,74-92,2.697338118899697e-21
C_PS50913_PS51042,2.2895286968957396,17-35,1.2815515930057664e-19
C_PS50913_PS51061,0.7079718034361369,8-19,0.0002043530053404019
C_PS50913_PS51061,0.21315254603331724,39-49,0.09587806928862198
C_PS50913_PS51112,0.4394031513939174,119-140,6.334786644156403e-05
C_PS50913_PS51139,1.6409193869002392,7-24,1.487441075759562e-13
C_PS50913_PS51141,0.06535029556294703,12-22,0.4873107586990529
C_PS50913_PS51156,1.1705147171288743,95-113,2.1947569346915597e-10
C_PS50913_PS51159,0.04813043642916881,45-56,0.561263247214167
C_PS50913_PS51214,0.5518052191691627,47-56,0.0040136581699381415
C_PS50913_PS51262,3.3431441213877524,39-54,5.88105571788852e-24
C_PS50913_PS51262,2.0986610605842677,7-19,1.416837575233697e-12
C_PS50913_PS51272,1.62351384958506,63-75,6.82212417065939e-10
C_PS50913_PS51272,0.36872503809784174,13-22,0.025040760019900337
C_PS50913_PS51279,0.4184664516954495,65-77,0.004339206107937759
C_PS50913_PS51292,1.6772550228583545,37-52,2.2143097954934206e-12
C_PS50913_PS51309,0.7476693246848694,17-29,6.0087950888731384e-05
C_PS50913_PS51311,0.2610474623173875,21-30,0.07349965084565542
C_PS50913_PS51325,2.795543502879472,36-51,3.7546903326372213e-20
C_PS50913_PS51325,1.0374265932085347,12-22,1.1065343675024156e-05
C_PS50913_PS51344,0.19589992349251162,83-94,0.09529298488325559
C_PS50913_PS51353,0.13001857338346667,34-48,0.14223443944420813
C_PS50913_PS51363,0.15551298224384347,148-168,0.038167434493651675
C_PS50913_PS51369,2.9483451338983144,40-54,6.21226057476094e-20
C_PS50913_PS51369,0.6030290198790551,25-34,0.002404796008456184
C_PS50913_PS51388,1.0769460102910617,41-55,9.645491359956873e-08
C_PS50913_PS51399,0.1268334823949715,25-34,0.28129964543187214
C_PS50913_PS51399,0.3570340436549637,50-61,0.013781770699576434
C_PS50913_PS51433,0.4504865701630232,66-78,0.0028617401013566177
C_PS50913_PS51477,0.5467924638017996,20-30,0.0024425392567312396
C_PS50913_PS51477,1.3494048634950389,70-83,6.24385479973288e-09
C_PS50913_PS51503,0.8497569423184714,89-104,1.2453286623087716e-06
C_PS50913_PS51514,1.267163505545069,73-83,8.840090286148061e-07
C_PS50913_PS51514,1.2185769993120612,14-24,1.50857208677456e-06
C_PS50913_PS51766,0.9762677358900849,15-27,3.0772304607089754e-06
C_PS50913_PS51766,0.11462218442702898,68-78,0.28341471536823265
C_PS50913_PS51776,1.1297672506425176,45-58,1.3516879462087478e-07
C_PS50913_PS51776,0.419788440359099,17-29,0.004265270295988628
C_PS50914_PS50844,0.2258021691952381,19-29,0.08342361458897007
C_PS50914_PS51035,0.10152383188778558,44-55,0.29573663047101306
C_PS50914_PS51042,0.30613861633911377,15-27,0.018689339228715445
C_PS50914_PS51223,0.7358318720206638,37-51,1.6087337593196996e-05
C_PS50914_PS51309,1.8067101299865596,58-75,7.523218625878868e-15
C_PS50914_PS51401,2.1168527149968117,37-54,2.8309085738398776e-17
C_PS50914_PS51647,0.9590084279851814,25-43,1.2208173729449178e-08
C_PS50914_PS51724,0.16500684408103083,56-67,0.13805789829195392
C_PS50916_PS50209,0.03518649676263408,35-49,0.5899028294819543
C_PS50916_PS50309,0.05014984255360577,21-38,0.40547455140033817
C_PS50916_PS50824,0.09669866610153566,23-37,0.23445772336117668
C_PS50916_PS50894,0.2343397490737793,7-25,0.011649928545743562
C_PS50916_PS50898,0.17591381811879447,23-39,0.05026054476341181
C_PS50916_PS50960,2.617489665607679,10-35,2.7810303374545066e-30
C_PS50916_PS51035,0.014331968657647742,71-88,0.7726142104947262
C_PS50916_PS51214,0.7137685604888686,42-58,5.37331496324451e-06
C_PS50916_PS51223,2.5195902953401905,39-66,2.297013069009606e-31
C_PS50916_PS51262,0.08905764572758468,5-20,0.24052714383135707
C_PS50916_PS51301,0.002838547366507349,45-62,0.9501894885962416
C_PS50916_PS51309,3.997694817997866,50-84,1.713215548992226e-61
C_PS50916_PS51724,0.6329125357350929,9-29,1.6893558586091023e-06
C_PS50916_PS51822,0.8657500521883472,18-38,1.2711597185433519e-08
C_PS50916_PS51871,1.5540295061327791,7-35,2.6774000205106407e-20
C_PS50918_PS51141,0.14877882981189572,92-106,0.10734767133311854
C_PS50925_PS50918,0.05429480127860131,92-107,0.4194894843647388
C_PS50925_PS50967,0.03322016319989629,21-33,0.649298894807311
C_PS50925_PS51071,0.18010130496148147,64-75,0.11518501013555972
C_PS50925_PS51071,0.45980034890289634,39-53,0.001010808034786917
C_PS50925_PS51139,0.41693768746817383,45-59,0.001922622168301715
C_PS50925_PS51141,0.03842765368615808,63-75,0.606797896584665
C_PS50925_PS51223,0.3760437411419959,32-48,0.0016736580492867175
C_PS50925_PS51236,0.47379503799742473,34-51,0.00019778881568000768
C_PS50925_PS51262,0.019407140554005053,41-52,0.7922441324305017
C_PS50925_PS51286,0.4493773618959498,31-43,0.0029033045095851564
C_PS50925_PS51309,1.9479531051414987,4-23,1.2030794500381945e-17
C_PS50925_PS51325,0.7228941165364908,31-45,1.9532872391212142e-05
C_PS50925_PS51369,0.729477235247332,58-72,1.7696237197258374e-05
C_PS50925_PS51445,0.925375029342594,85-105,3.634204421076472e-09
C_PS50925_PS51469,0.0968357477006494,215-234,0.14417680010353925
C_PS50925_PS51477,1.148694068753482,61-78,1.0478836925865578e-09
C_PS50925_PS51633,0.9345346094449551,68-89,1.1776305710870291e-09
C_PS50925_PS51647,0.8110713128169129,48-66,2.0294010645710184e-07
C_PS50925_PS51742,1.3289077271373344,61-83,5.319150327690397e-14
C_PS50925_PS51766,1.3431407418343877,51-68,3.164207628524227e-11
C_PS50925_PS51822,1.4927798988143532,71-90,1.0811315591955314e-13
C_PS50934_PS50944,0.9360158460095933,94-109,3.132533539909495e-07
C_PS50942_PS51223,1.2354556201907503,92-112,5.4002923550175915e-12
C_PS50942_PS51388,0.4000256989764388,89-107,0.0005002071323868529
C_PS50942_PS51459,0.23705576798277406,119-136,0.014023737861259947
C_PS50942_PS51711,0.41907010081095475,103-122,0.00022908853435557762
C_PS50944_PS51035,0.10710156882243727,87-98,0.2765900519507228
C_PS50944_PS51331,0.6033581370803498,257-286,1.377040500637795e-08
C_PS50944_PS51344,5.978800601127872,75-106,8.129737013779669e-84
C_PS50950_PS51523,0.7965860870254184,47-58,7.056099504136418e-05
C_PS50960_PS50309,0.46839529256549906,23-36,0.0014193814570176444
C_PS50960_PS50824,0.6353828485145199,23-38,3.8451010701536135e-05
C_PS50960_PS50844,1.3756112808597267,16-29,4.326279370763566e-09
C_PS50960_PS50914,0.4104702997835723,52-62,0.010941708790436636
C_PS50960_PS50944,2.8464597038798494,32-47,1.6625400738076612e-20
C_PS50960_PS50944,2.0642974848683706,13-26,2.810722086911104e-13
C_PS50960_PS50967,0.08247956147236124,47-57,0.40362252728285447
C_PS50960_PS51042,0.26008933185716376,45-56,0.04410985807980227
C_PS50960_PS51044,0.5520562475785962,37-51,0.00025332337744614575
C_PS50960_PS51204,0.10300719923465795,30-40,0.3220401049751124
C_PS50960_PS51223,0.6568542246571276,32-48,1.41397324500422e-05
C_PS50960_PS51292,2.323828904459731,38-53,7.118408032929883e-17
C_PS50960_PS51353,0.5206323541178062,12-30,5.057694447782298e-05
C_PS50960_PS51401,1.8832407534682902,4-17,3.545398506588974e-12
C_PS50960_PS51413,1.1499952538010074,90-109,1.0262853776391403e-10
C_PS50960_PS51445,0.5283335335542176,82-104,5.279541655170328e-06
C_PS50960_PS51514,2.6944790728067054,17-33,1.2783339418403551e-20
C_PS50960_PS51514,0.18782990097848096,44-53,0.15284988090857138
C_PS50960_PS51647,0.7177302409772084,27-42,1.0296733431155125e-05
C_PS50960_PS51688,0.18879379599239332,10-24,0.05890042693458651
C_PS50960_PS51719,0.038438739924776755,210-231,0.42927725860938815
C_PS50960_PS51724,0.8295592282089022,10-23,9.040200587490824e-06
C_PS50961_PS51363,0.23641431010324165,148-168,0.006980040833397112
C_PS50967_PS51035,1.1216079865150261,75-89,4.936027935982563e-08
C_PS50978_PS51141,1.2572172109545692,31-54,7.869371814738526e-14
C_PS50978_PS51223,0.39054635833121853,37-53,0.0013079580587583117
C_PS50978_PS51236,0.39160219333935853,183-204,0.00018131979663626885
C_PS50978_PS51369,0.3331083306114895,94-110,0.003472634954183068
C_PS50978_PS51413,0.144320626161468,69-83,0.11477180888902234
C_PS50978_PS51780,0.025007745748290233,101-116,0.6702369770975865
C_PS50983_PS51806,0.23713800274049213,203-228,0.002100482767783025
C_PS50990_PS50827,0.31148414464368024,8-25,0.003673117202004729
C_PS50990_PS50925,0.7420092110644472,43-61,7.537726721464142e-07
C_PS50990_PS51064,0.04473729325168563,22-39,0.4469666576532751
C_PS50990_PS51089,0.028053079996962715,120-132,0.694411857450291
C_PS50990_PS51214,0.15447382160462642,52-66,0.09855827079253889
C_PS50990_PS51223,0.17578450051730243,49-63,0.07159231753571177
C_PS50990_PS51230,0.10062288620410875,53-66,0.24445588718467576
C_PS50990_PS51253,0.7413454387732452,46-65,3.6371007808061915e-07
C_PS50990_PS51284,0.39291643960733236,75-98,8.027963741300047e-05
C_PS50990_PS51286,1.6143093288842483,27-51,1.4926046598472596e-17
C_PS50990_PS51303,0.8213932126136818,110-130,7.336166945230969e-08
C_PS50990_PS51344,0.1350849366181892,77-91,0.1318257836087228
C_PS50990_PS51369,1.924893755945122,31-53,5.924791361445852e-20
C_PS50990_PS51399,0.3341836347455356,17-32,0.004762711376826756
C_PS50990_PS51413,0.6031912389168674,136-151,6.435732352728829e-05
C_PS50990_PS51525,2.306820525497027,100-125,8.957255264016397e-27
C_PS50990_PS51690,0.27201511998305783,109-126,0.0074743945495984055
C_PS50990_PS51697,0.4886240138598765,142-162,3.4967052706837266e-05
C_PS50990_PS51766,0.6957285397110375,11-28,3.641504218642925e-06
C_PS50990_PS51766,0.6465045179174904,53-71,4.627074067790844e-06
C_PS50990_PS51838,0.04191565647898532,157-177,0.4146880259886808
C_PS50990_PS51848,0.3972086189338331,98-117,0.00035472334623838766
C_PS50990_PS51848,0.3135989732006106,142-161,0.0018884866895203592
C_PS51005_PS51485,0.36900014337636833,28-44,0.0018865558056868422
C_PS51005_PS51766,0.05222262283463053,13-28,0.43363072750344905
C_PS51015_PS50196,0.2198551677321543,197-213,0.02966810595628731
C_PS51015_PS51141,0.03163786513410116,97-112,0.6027782815580017
C_PS51019_PS51693,0.7767945179909859,83-106,8.00604919375764e-09
C_PS51021_PS50916,0.5686717992866299,11-41,2.207487445035876e-08
C_PS51021_PS51413,0.0058469492309498605,271-290,0.8896394731988483
C_PS51022_PS50058,0.47269029507955374,38-49,0.0034400009172492396
C_PS51022_PS50244,1.441870424673624,67-86,2.9927650185573165e-13
C_PS51022_PS50829,0.21552099406951708,38-47,0.11587886037051234
C_PS51022_PS50837,0.02078822654696122,104-130,0.6329644724824866
C_PS51022_PS50844,0.24178245287783717,7-15,0.11348982701510513
C_PS51022_PS50851,0.21241989421404828,123-141,0.017668392148808734
C_PS51022_PS50882,0.6803545325647704,49-67,2.4321470799627637e-06
C_PS51022_PS50913,0.5000008976213675,34-44,0.004086731086556244
C_PS51022_PS50914,0.7151647459342918,52-63,0.0001874540233895341
C_PS51022_PS50944,1.7588673210743853,10-23,2.0224173986257232e-11
C_PS51022_PS50960,0.14293987223062654,16-24,0.2762472861539208
C_PS51022_PS51035,0.19582340507736706,84-95,0.09538052508586227
C_PS51022_PS51042,0.13848161359084266,12-23,0.1898009546425351
C_PS51022_PS51044,0.6746825286884635,73-87,4.025654613911771e-05
C_PS51022_PS51061,0.3897920430457589,5-15,0.013736311561886727
C_PS51022_PS51071,0.8334301817615328,7-19,1.9705902202597748e-05
C_PS51022_PS51089,0.08410450529770408,32-43,0.3644907651307635
C_PS51022_PS51139,1.224104883880904,63-78,3.119234736121449e-09
C_PS51022_PS51214,1.8465164142797832,42-54,3.757382747735583e-11
C_PS51022_PS51223,0.2579945314441483,69-83,0.020860080472763613
C_PS51022_PS51223,0.03902386239934508,36-49,0.5790687474878408
C_PS51022_PS51269,0.011027273778719149,61-70,0.8955898407924624
C_PS51022_PS51292,0.8655529639699466,40-52,1.2978861899623582e-05
C_PS51022_PS51309,2.065758181664249,58-74,5.60395388564559e-16
C_PS51022_PS51325,0.27361007772184465,58-67,0.06482261256118779
C_PS51022_PS51399,0.6863049444173388,9-20,0.0002650321726798719
C_PS51022_PS51401,0.4395867126055304,46-56,0.007943082628840034
C_PS51022_PS51433,0.850310292723317,58-72,2.8888432633781487e-06
C_PS51022_PS51433,0.9618576644211281,24-39,2.0717072384300297e-07
C_PS51022_PS51441,3.5103302777500573,42-59,3.619868156551316e-28
C_PS51022_PS51477,0.22430254413831108,83-93,0.08481117319223193
C_PS51022_PS51477,0.16117419920132026,44-54,0.16983698882677825
C_PS51022_PS51776,0.3804389783892921,50-62,0.0071138853687381385
C_PS51037_PS50093,0.07131991499629908,154-167,0.3684394815735676
C_PS51037_PS50309,0.41864844138144086,116-133,0.0005337025242780488
C_PS51037_PS50982,0.26819707744207655,117-133,0.01368912935201775
C_PS51037_PS51236,2.0482300004433664,152-176,5.775975314516733e-23
C_PS51037_PS51309,0.27925694121614075,124-140,0.008674496452334065
C_PS51037_PS51433,0.7461849336048729,110-125,6.530944809141155e-06
C_PS51037_PS51726,1.2350038229371636,234-254,5.451772767631695e-12
C_PS51039_PS50903,0.27965083135129376,63-70,0.1067562958803822
C_PS51039_PS50950,0.16686539393407251,73-83,0.1595306306862606
C_PS51039_PS51514,1.027738347431475,70-82,1.5760347510561212e-06
C_PS51042_PS50134,0.14631984821886235,78-93,0.09622004533974372
C_PS51042_PS50944,0.19279700003184974,44-54,0.1199395995079863
C_PS51042_PS50967,0.5143146407167265,63-76,0.0007462835247083944
C_PS51042_PS51688,0.22729422444004754,56-70,0.03306058913407049
C_PS51044_PS50914,1.1876496412987976,24-40,1.7044149855311553e-09
C_PS51044_PS50961,0.06174879405052458,72-85,0.42126924339573496
C_PS51044_PS51292,0.1814262464614167,77-87,0.13592001230658837
C_PS51044_PS51723,0.09331089077404009,139-162,0.10651586065564901
C_PS51058_PS50960,0.34758762986892844,45-52,0.06199503120822292
C_PS51058_PS50960,0.304183827331169,17-24,0.08773181990688356
C_PS51058_PS51633,0.615868698917251,70-81,0.0006171339942787109
C_PS51058_PS51674,0.6728720601768332,61-72,0.00031138990346784
C_PS51061_PS50058,1.1364878005269397,28-44,4.067274942817751e-09
C_PS51061_PS50820,0.030814904748991623,66-77,0.690887098598954
C_PS51061_PS50961,0.2726192533276377,10-23,0.022000952159415776
C_PS51061_PS51071,1.3639340507322073,16-30,1.3024603802691806e-09
C_PS51061_PS51325,0.2848491549891037,6-15,0.0579316419901803
C_PS51061_PS51369,1.1572223082061273,63-76,9.203358106831502e-08
C_PS51061_PS51724,0.02612753237850196,15-26,0.7308621688304076
C_PS51064_PS51223,1.2950692701509166,90-110,1.5442933742143378e-12
C_PS51064_PS51523,1.6705395995509909,78-95,8.727496072641144e-14
C_PS51065_PS51711,0.11821510048585004,100-122,0.06594413655675631
C_PS51071_PS50058,0.05904088472227009,23-33,0.5223331209261374
C_PS51071_PS50078,0.15746446444092577,37-48,0.1511362436280008
C_PS51071_PS50179,0.7774742909841237,68-86,3.8423498604326086e-07
C_PS51071_PS50838,0.044547306861392855,120-137,0.44849779068467094
C_PS51071_PS50858,0.28940681987943506,59-69,0.041441394991558425
C_PS51071_PS50904,0.10357214389123381,143-162,0.1260038423285379
C_PS51071_PS50914,0.8211227841228066,15-28,1.0173553715521477e-05
C_PS51071_PS50944,4.955364701369029,40-60,9.083413556927241e-44
C_PS51071_PS50960,0.3135042072566261,43-53,0.031791819210530536
C_PS51071_PS50961,0.4232704468868098,20-34,0.0017483956144465165
C_PS51071_PS50967,3.628821912396578,47-70,1.501564607653594e-38
C_PS51071_PS51042,0.6414034422518595,81-95,6.631783888920346e-05
C_PS51071_PS51042,0.17388526197281173,25-38,0.08765087650399066
C_PS51071_PS51044,0.92696993798421,54-70,1.43276580443297e-07
C_PS51071_PS51223,3.261824440762738,76-101,1.4743437579837275e-37
C_PS51071_PS51223,0.3698541051226858,43-56,0.00563951352447733
C_PS51071_PS51236,0.24988340522991415,172-192,0.005260382638963602
C_PS51071_PS51262,0.5454416935782787,63-75,0.0008327792003684447
C_PS51071_PS51311,1.320184377886111,55-69,2.5105457722602687e-09
C_PS51071_PS51325,0.2620719747805609,69-79,0.05597826869461156
C_PS51071_PS51325,0.1907464524712097,18-28,0.1226757016812765
C_PS51071_PS51336,0.48993012723069906,47-62,0.0003941093946962021
C_PS51071_PS51344,2.504844588786699,71-90,2.143070826112244e-21
C_PS51071_PS51369,1.5153996260824094,56-70,1.342933685859469e-10
C_PS51071_PS51399,0.7161226745349945,12-24,9.055123191214705e-05
C_PS51071_PS51433,1.0857679239029778,58-74,9.633158240859658e-09
C_PS51071_PS51477,1.5139465786247621,71-86,3.020102481064385e-11
C_PS51071_PS51477,0.40884462778797204,32-44,0.00491737630901002
C_PS51071_PS51485,0.722817085738761,29-44,9.491884649840846e-06
C_PS51071_PS51485,0.5292717649183789,50-65,0.00021001150591126925
C_PS51071_PS51503,1.4473313137225041,97-111,3.7280347722603285e-10
C_PS51071_PS51514,0.6175445778117519,63-75,0.0003261740212349969
C_PS51071_PS51647,0.11888312995242423,10-22,0.21320935911168284
C_PS51071_PS51711,3.0864626259916728,116-145,1.340982391055359e-39
C_PS51071_PS51711,0.5874120759095875,66-84,1.4220450657526678e-05
C_PS51071_PS51720,0.23997290753423783,153-176,0.003153161177904413
C_PS51071_PS51724,0.16408728052936006,19-30,0.139589770808086
C_PS51071_PS51724,0.09124267817792475,63-74,0.33456900151366975
C_PS51071_PS51726,0.07804580639623815,297-316,0.209943647833606
C_PS51071_PS51766,4.8512279491483845,48-72,2.1304030772738982e-53
C_PS51071_PS51766,0.7842049691369937,9-21,3.73691672444632e-05
C_PS51071_PS51838,0.44012286584581517,7-25,0.00023349860595892006
C_PS51071_PS51867,1.5837037745664762,54-68,4.820508422939618e-11
C_PS51074_PS51050,1.286834111569397,72-88,4.140241681906574e-09
C_PS51074_PS51141,0.16443469239565633,87-96,0.19313865584429826
C_PS51074_PS51227,1.3910991309897778,97-113,5.364219020286316e-11
C_PS51074_PS51227,0.04928003664172831,39-51,0.5269548138470991
C_PS51074_PS51262,0.016746226924817975,44-53,0.8458085296785218
C_PS51074_PS51292,0.2647661320709007,43-53,0.05434365297734607
C_PS51074_PS51336,0.5514133120319826,149-166,4.891435645301824e-05
C_PS51074_PS51550,0.9007866585594799,205-221,2.2360758020298783e-07
C_PS51089_PS50058,1.12140373914262,58-70,4.6638768396396595e-07
C_PS51089_PS50844,0.1961244027818818,46-55,0.14068329807833352
C_PS51089_PS50913,0.5990635449249222,57-68,0.0007550228539061059
C_PS51089_PS50925,0.39302187612206474,47-63,0.001254056359407632
C_PS51089_PS50944,1.4460833734932157,54-69,8.945065567827099e-11
C_PS51089_PS51042,0.7007969647667167,66-77,0.0002227270388689423
C_PS51089_PS51044,0.2579477263385055,10-22,0.03496805171842892
C_PS51089_PS51061,0.7899355243210984,41-52,7.642304341773688e-05
C_PS51089_PS51071,0.02717844850038631,21-31,0.741586896953139
C_PS51089_PS51109,0.2766603342370759,29-42,0.020790800384526062
C_PS51089_PS51141,2.669227730524152,64-83,6.537060642353284e-24
C_PS51089_PS51214,0.7345641670520218,34-46,7.124868667077453e-05
C_PS51089_PS51223,0.6826721120391817,46-61,1.8042981369010013e-05
C_PS51089_PS51279,0.03710531238797987,81-91,0.6648735303964157
C_PS51089_PS51286,0.6975407248782926,63-74,0.00023160234235076877
C_PS51089_PS51309,2.189365066931466,62-81,9.625352676834498e-20
C_PS51089_PS51369,0.1460677844723639,63-71,0.26857903246319703
C_PS51089_PS51369,0.17590890348979826,45-54,0.17220166209800958
C_PS51089_PS51401,2.802770887275833,55-71,2.0282672744613025e-21
C_PS51089_PS51433,0.07612778351703042,64-74,0.4328319992825064
C_PS51089_PS51477,2.333863844758338,35-55,5.184800196050458e-22
